Patch ID,DN_Values
Patch_1_81,-3.4e+38
Patch_1_82,-3.4e+38
Patch_1_83,-3.4e+38
Patch_1_84,-3.4e+38
Patch_1_85,-3.4e+38
Patch_1_86,-3.4e+38
Patch_1_87,-3.4e+38
Patch_1_88,-3.4e+38
Patch_1_89,-3.4e+38
Patch_1_90,-3.4e+38
Patch_1_91,-3.4e+38
Patch_1_92,-3.4e+38
Patch_1_93,-3.4e+38
Patch_1_94,-3.4e+38
Patch_1_95,-3.4e+38
Patch_1_96,-3.4e+38
Patch_1_97,-3.4e+38
Patch_1_98,-3.4e+38
Patch_1_99,-3.4e+38
Patch_1_100,-3.4e+38
Patch_1_101,-3.4e+38
Patch_1_102,-3.4e+38
Patch_1_103,-3.4e+38
Patch_1_104,-3.4e+38
Patch_1_105,-3.4e+38
Patch_1_106,-3.4e+38
Patch_1_107,-3.4e+38
Patch_1_108,-3.4e+38
Patch_1_109,-3.4e+38
Patch_1_110,-3.4e+38
Patch_1_111,-3.4e+38
Patch_1_112,-3.4e+38
Patch_1_113,-3.4e+38
Patch_1_114,-3.4e+38
Patch_1_115,-3.4e+38
Patch_1_116,-3.4e+38
Patch_1_117,-3.4e+38
Patch_1_118,-3.4e+38
Patch_1_119,-3.4e+38
Patch_1_120,-3.4e+38
Patch_2_0,6.7700872
Patch_2_1,9.365099
Patch_2_2,8.8448305
Patch_2_3,18.122295
Patch_2_4,16.71538
Patch_2_5,14.315992
Patch_2_6,11.876396
Patch_2_7,9.441776
Patch_2_8,6.752248
Patch_2_9,9.044994
Patch_2_10,10.166021
Patch_2_11,10.965972
Patch_2_12,9.336852
Patch_2_13,7.3435516
Patch_2_14,5.865679
Patch_2_15,3.1744158
Patch_2_16,4.167385
Patch_2_17,4.6491346
Patch_2_18,5.359242
Patch_2_19,6.9190106
Patch_2_20,6.894092
Patch_2_21,9.253163
Patch_2_22,11.307613
Patch_2_23,11.454846
Patch_2_24,12.398921
Patch_2_25,13.1376
Patch_2_26,13.19515
Patch_2_27,13.123434
Patch_2_28,11.5840845
Patch_2_29,13.283797
Patch_2_30,15.044859
Patch_2_31,16.69915
Patch_2_32,12.025342
Patch_2_33,12.201746
Patch_2_34,14.190711
Patch_2_35,18.27546
Patch_2_36,16.133978
Patch_2_37,16.266216
Patch_2_38,14.653383
Patch_2_39,17.427845
Patch_2_40,17.97064
Patch_2_41,11.71395
Patch_2_42,8.355044
Patch_2_43,15.832897
Patch_2_44,16.950386
Patch_2_45,19.768766
Patch_2_46,3.2559984
Patch_2_47,7.405077
Patch_2_48,16.902163
Patch_2_49,16.719257
Patch_2_50,15.265386
Patch_2_51,14.938956
Patch_2_52,16.572037
Patch_2_53,17.44052
Patch_2_54,14.806546
Patch_2_55,14.9717865
Patch_2_56,14.4765415
Patch_2_57,12.870603
Patch_2_58,16.774572
Patch_2_59,14.359684
Patch_2_60,16.83354
Patch_2_61,13.0836115
Patch_2_62,14.5456705
Patch_2_63,14.768874
Patch_2_64,15.621717
Patch_2_65,14.278605
Patch_2_66,14.552854
Patch_2_67,13.092502
Patch_2_68,17.983181
Patch_2_69,16.229635
Patch_2_70,15.837549
Patch_2_71,15.547906
Patch_2_72,14.969707
Patch_2_73,15.799415
Patch_2_74,13.9014225
Patch_2_75,7.726806
Patch_2_76,6.7619534
Patch_2_77,2.1670237
Patch_2_78,1.9619604
Patch_2_79,0.34259576
Patch_2_80,-3.4e+38
Patch_2_81,-3.4e+38
Patch_2_82,-3.4e+38
Patch_2_83,-3.4e+38
Patch_2_84,-3.4e+38
Patch_2_85,-3.4e+38
Patch_2_86,-3.4e+38
Patch_2_87,-3.4e+38
Patch_2_88,-3.4e+38
Patch_2_89,-3.4e+38
Patch_2_90,-3.4e+38
Patch_2_91,-3.4e+38
Patch_2_92,-3.4e+38
Patch_2_93,-3.4e+38
Patch_2_94,-3.4e+38
Patch_2_95,-3.4e+38
Patch_2_96,-3.4e+38
Patch_2_97,-3.4e+38
Patch_2_98,-3.4e+38
Patch_2_99,-3.4e+38
Patch_2_100,-3.4e+38
Patch_2_101,-3.4e+38
Patch_2_102,-3.4e+38
Patch_2_103,-3.4e+38
Patch_2_104,-3.4e+38
Patch_2_105,-3.4e+38
Patch_2_106,-3.4e+38
Patch_2_107,-3.4e+38
Patch_2_108,-3.4e+38
Patch_2_109,-3.4e+38
Patch_2_110,-3.4e+38
Patch_2_111,-3.4e+38
Patch_2_112,-3.4e+38
Patch_2_113,-3.4e+38
Patch_2_114,-3.4e+38
Patch_2_115,-3.4e+38
Patch_2_116,-3.4e+38
Patch_2_117,-3.4e+38
Patch_2_118,-3.4e+38
Patch_2_119,-3.4e+38
Patch_2_120,-3.4e+38
Patch_3_0,9.015245
Patch_3_1,14.031414
Patch_3_2,8.08007
Patch_3_3,15.544496
Patch_3_4,15.082969
Patch_3_5,14.736784
Patch_3_6,16.382198
Patch_3_7,14.624157
Patch_3_8,9.836832
Patch_3_9,12.161171
Patch_3_10,11.974336
Patch_3_11,12.148182
Patch_3_12,11.286454
Patch_3_13,5.1922245
Patch_3_14,1.3280907
Patch_3_15,0.2989664
Patch_3_16,0.0972731
Patch_3_17,0.24050911
Patch_3_18,1.9845303
Patch_3_19,7.2583055
Patch_3_20,5.323499
Patch_3_21,8.5541525
Patch_3_22,5.939783
Patch_3_23,7.6659255
Patch_3_24,10.551048
Patch_3_25,14.231919
Patch_3_26,12.719099
Patch_3_27,13.59011
Patch_3_28,14.48083
Patch_3_29,13.230878
Patch_3_30,14.404394
Patch_3_31,17.157154
Patch_3_32,13.030223
Patch_3_33,13.047907
Patch_3_34,16.947147
Patch_3_35,19.5177
Patch_3_36,18.8358
Patch_3_37,16.403896
Patch_3_38,16.481834
Patch_3_39,20.699429
Patch_3_40,19.97429
Patch_3_41,15.910899
Patch_3_42,11.862162
Patch_3_43,15.678405
Patch_3_44,15.591733
Patch_3_45,12.091398
Patch_3_46,0.1580376
Patch_3_47,7.3637877
Patch_3_48,14.680185
Patch_3_49,14.55643
Patch_3_50,16.690536
Patch_3_51,17.768509
Patch_3_52,18.257183
Patch_3_53,16.382378
Patch_3_54,13.59419
Patch_3_55,15.103407
Patch_3_56,13.261264
Patch_3_57,12.227031
Patch_3_58,17.636312
Patch_3_59,14.59469
Patch_3_60,16.491528
Patch_3_61,12.164684
Patch_3_62,14.138293
Patch_3_63,15.99425
Patch_3_64,16.286747
Patch_3_65,13.359399
Patch_3_66,18.02917
Patch_3_67,18.08441
Patch_3_68,18.291426
Patch_3_69,18.868908
Patch_3_70,18.73347
Patch_3_71,17.757914
Patch_3_72,15.93864
Patch_3_73,14.950882
Patch_3_74,14.360335
Patch_3_75,16.161327
Patch_3_76,15.058176
Patch_3_77,13.209002
Patch_3_78,14.414675
Patch_3_79,16.390858
Patch_3_80,14.080908
Patch_3_81,17.656574
Patch_3_82,18.898546
Patch_3_83,16.961098
Patch_3_84,12.903377
Patch_3_85,12.531462
Patch_3_86,11.962126
Patch_3_87,12.036426
Patch_3_88,10.937049
Patch_3_89,11.5002775
Patch_3_90,12.620458
Patch_3_91,12.065838
Patch_3_92,12.75306
Patch_3_93,11.20543
Patch_3_94,10.351538
Patch_3_95,13.5445175
Patch_3_96,0.8598531
Patch_3_97,0.39444864
Patch_3_98,1.0852839
Patch_3_99,4.348388
Patch_3_100,1.2124082
Patch_3_101,-3.4e+38
Patch_3_102,-3.4e+38
Patch_3_103,-3.4e+38
Patch_3_104,-3.4e+38
Patch_3_105,-3.4e+38
Patch_3_106,-3.4e+38
Patch_3_107,-3.4e+38
Patch_3_108,-3.4e+38
Patch_3_109,-3.4e+38
Patch_3_110,-3.4e+38
Patch_3_111,-3.4e+38
Patch_3_112,-3.4e+38
Patch_3_113,-3.4e+38
Patch_3_114,-3.4e+38
Patch_3_115,-3.4e+38
Patch_3_116,-3.4e+38
Patch_3_117,-3.4e+38
Patch_3_118,-3.4e+38
Patch_3_119,-3.4e+38
Patch_3_120,-3.4e+38
Patch_4_0,13.802338
Patch_4_1,11.319043
Patch_4_2,10.253994
Patch_4_3,10.41752
Patch_4_4,14.588554
Patch_4_5,17.112913
Patch_4_6,17.69681
Patch_4_7,14.075391
Patch_4_8,15.751974
Patch_4_9,12.626926
Patch_4_10,14.708082
Patch_4_11,17.439196
Patch_4_12,7.8986707
Patch_4_13,1.0792392
Patch_4_14,0.7968555
Patch_4_15,0.4832996
Patch_4_16,0.2519182
Patch_4_17,0.1271909
Patch_4_18,0.7183925
Patch_4_19,1.7969635
Patch_4_20,4.193277
Patch_4_21,9.267812
Patch_4_22,5.1996317
Patch_4_23,11.245387
Patch_4_24,11.966577
Patch_4_25,11.041774
Patch_4_26,13.194453
Patch_4_27,15.867193
Patch_4_28,14.114058
Patch_4_29,11.044995
Patch_4_30,14.662174
Patch_4_31,15.691106
Patch_4_32,13.339962
Patch_4_33,13.331825
Patch_4_34,18.167482
Patch_4_35,18.18094
Patch_4_36,18.694918
Patch_4_37,15.77163
Patch_4_38,17.11837
Patch_4_39,20.623024
Patch_4_40,19.212156
Patch_4_41,16.266642
Patch_4_42,17.166235
Patch_4_43,15.991206
Patch_4_44,14.629415
Patch_4_45,14.021239
Patch_4_46,0.254559
Patch_4_47,1.3412989
Patch_4_48,8.865631
Patch_4_49,15.7591305
Patch_4_50,15.446612
Patch_4_51,18.771193
Patch_4_52,17.476913
Patch_4_53,16.607708
Patch_4_54,14.640687
Patch_4_55,15.86504
Patch_4_56,13.812218
Patch_4_57,13.343961
Patch_4_58,18.910475
Patch_4_59,16.303604
Patch_4_60,14.316482
Patch_4_61,14.844901
Patch_4_62,11.317685
Patch_4_63,16.233656
Patch_4_64,16.869444
Patch_4_65,11.951287
Patch_4_66,17.532362
Patch_4_67,19.209404
Patch_4_68,18.12277
Patch_4_69,18.007
Patch_4_70,17.045387
Patch_4_71,18.946634
Patch_4_72,14.235652
Patch_4_73,13.557231
Patch_4_74,16.54279
Patch_4_75,15.36788
Patch_4_76,13.092072
Patch_4_77,13.111091
Patch_4_78,13.877651
Patch_4_79,16.607172
Patch_4_80,15.902676
Patch_4_81,19.196852
Patch_4_82,17.304625
Patch_4_83,17.076307
Patch_4_84,12.343152
Patch_4_85,11.56575
Patch_4_86,13.049709
Patch_4_87,15.9422245
Patch_4_88,11.605889
Patch_4_89,13.34703
Patch_4_90,12.449526
Patch_4_91,12.980922
Patch_4_92,13.163221
Patch_4_93,13.799892
Patch_4_94,11.325875
Patch_4_95,9.41823
Patch_4_96,3.2425766
Patch_4_97,2.9329379
Patch_4_98,2.658226
Patch_4_99,12.42977
Patch_4_100,18.305803
Patch_4_101,15.22286
Patch_4_102,15.878103
Patch_4_103,13.489358
Patch_4_104,14.949669
Patch_4_105,13.675454
Patch_4_106,11.902821
Patch_4_107,12.722575
Patch_4_108,12.297362
Patch_4_109,10.133657
Patch_4_110,7.875917
Patch_4_111,9.310931
Patch_4_112,8.3236065
Patch_4_113,11.360153
Patch_4_114,9.855898
Patch_4_115,10.213017
Patch_4_116,12.691354
Patch_4_117,13.206408
Patch_4_118,-3.4e+38
Patch_4_119,-3.4e+38
Patch_4_120,-3.4e+38
Patch_5_0,16.224262
Patch_5_1,11.559105
Patch_5_2,17.258095
Patch_5_3,12.015345
Patch_5_4,9.05679
Patch_5_5,18.337885
Patch_5_6,16.091406
Patch_5_7,14.763872
Patch_5_8,11.931198
Patch_5_9,13.869538
Patch_5_10,13.575379
Patch_5_11,14.510581
Patch_5_12,1.1519307
Patch_5_13,0.363238
Patch_5_14,3.2010567
Patch_5_15,3.1245856
Patch_5_16,0.7406961
Patch_5_17,0.3685986
Patch_5_18,0.1278902
Patch_5_19,0.2545701
Patch_5_20,3.4377928
Patch_5_21,4.3868885
Patch_5_22,9.7914095
Patch_5_23,13.304162
Patch_5_24,12.777353
Patch_5_25,16.247221
Patch_5_26,17.765581
Patch_5_27,17.356224
Patch_5_28,11.4920025
Patch_5_29,9.245194
Patch_5_30,15.153493
Patch_5_31,15.236383
Patch_5_32,18.255365
Patch_5_33,16.558554
Patch_5_34,17.872145
Patch_5_35,17.103683
Patch_5_36,17.988972
Patch_5_37,14.509824
Patch_5_38,15.173149
Patch_5_39,20.244642
Patch_5_40,18.74576
Patch_5_41,15.119377
Patch_5_42,12.256825
Patch_5_43,18.566877
Patch_5_44,16.225334
Patch_5_45,16.530039
Patch_5_46,1.4700311
Patch_5_47,0.3240623
Patch_5_48,2.0554872
Patch_5_49,12.9134245
Patch_5_50,14.258551
Patch_5_51,15.642204
Patch_5_52,16.416958
Patch_5_53,16.325937
Patch_5_54,14.756484
Patch_5_55,12.426038
Patch_5_56,13.541923
Patch_5_57,13.781368
Patch_5_58,18.26057
Patch_5_59,16.580795
Patch_5_60,12.841511
Patch_5_61,15.046929
Patch_5_62,15.228596
Patch_5_63,14.2905445
Patch_5_64,15.729429
Patch_5_65,13.654037
Patch_5_66,17.421003
Patch_5_67,17.955809
Patch_5_68,19.561766
Patch_5_69,17.343216
Patch_5_70,16.642925
Patch_5_71,18.562222
Patch_5_72,15.028997
Patch_5_73,15.51338
Patch_5_74,17.532394
Patch_5_75,18.258514
Patch_5_76,15.592752
Patch_5_77,11.537572
Patch_5_78,14.033455
Patch_5_79,14.537596
Patch_5_80,17.008608
Patch_5_81,17.99979
Patch_5_82,18.160608
Patch_5_83,16.791306
Patch_5_84,13.012157
Patch_5_85,9.988227
Patch_5_86,12.821749
Patch_5_87,17.057718
Patch_5_88,14.936105
Patch_5_89,13.053708
Patch_5_90,11.209689
Patch_5_91,12.898079
Patch_5_92,10.788523
Patch_5_93,13.143522
Patch_5_94,12.622128
Patch_5_95,7.8414307
Patch_5_96,3.1995807
Patch_5_97,4.414812
Patch_5_98,3.4843268
Patch_5_99,16.443785
Patch_5_100,18.927015
Patch_5_101,15.890411
Patch_5_102,15.396337
Patch_5_103,14.43908
Patch_5_104,11.235464
Patch_5_105,12.686736
Patch_5_106,11.867573
Patch_5_107,13.192804
Patch_5_108,11.397261
Patch_5_109,11.623447
Patch_5_110,12.525327
Patch_5_111,11.507338
Patch_5_112,11.007736
Patch_5_113,11.669971
Patch_5_114,12.154067
Patch_5_115,12.529732
Patch_5_116,11.941017
Patch_5_117,13.402643
Patch_5_118,-3.4e+38
Patch_5_119,-3.4e+38
Patch_5_120,-3.4e+38
Patch_6_0,10.772489
Patch_6_1,17.265465
Patch_6_2,19.990915
Patch_6_3,21.409285
Patch_6_4,16.22431
Patch_6_5,10.683532
Patch_6_6,15.178699
Patch_6_7,14.263245
Patch_6_8,16.365927
Patch_6_9,16.340477
Patch_6_10,16.568283
Patch_6_11,13.680856
Patch_6_12,11.487305
Patch_6_13,2.183326
Patch_6_14,2.376453
Patch_6_15,0.9877643
Patch_6_16,0.3316597
Patch_6_17,0.4879889
Patch_6_18,1.9263006
Patch_6_19,7.493306
Patch_6_20,8.805001
Patch_6_21,12.070325
Patch_6_22,16.157986
Patch_6_23,17.044895
Patch_6_24,12.061087
Patch_6_25,14.493255
Patch_6_26,18.35731
Patch_6_27,18.087639
Patch_6_28,16.254183
Patch_6_29,14.757712
Patch_6_30,14.089244
Patch_6_31,14.193337
Patch_6_32,15.313159
Patch_6_33,18.990303
Patch_6_34,18.155495
Patch_6_35,16.168516
Patch_6_36,15.261068
Patch_6_37,13.859818
Patch_6_38,13.126023
Patch_6_39,17.419014
Patch_6_40,15.263664
Patch_6_41,12.809551
Patch_6_42,14.424482
Patch_6_43,15.923368
Patch_6_44,11.974116
Patch_6_45,13.722932
Patch_6_46,7.3987145
Patch_6_47,0.1768985
Patch_6_48,7.7275915
Patch_6_49,14.338072
Patch_6_50,13.152058
Patch_6_51,6.975049
Patch_6_52,14.937435
Patch_6_53,16.549055
Patch_6_54,15.966194
Patch_6_55,16.179995
Patch_6_56,16.146051
Patch_6_57,15.263426
Patch_6_58,17.527426
Patch_6_59,18.226473
Patch_6_60,15.927418
Patch_6_61,14.309756
Patch_6_62,15.809747
Patch_6_63,16.670124
Patch_6_64,14.446518
Patch_6_65,15.479673
Patch_6_66,17.799
Patch_6_67,14.376644
Patch_6_68,19.25166
Patch_6_69,18.32342
Patch_6_70,17.660374
Patch_6_71,17.671331
Patch_6_72,17.217264
Patch_6_73,16.083984
Patch_6_74,15.7228
Patch_6_75,16.40968
Patch_6_76,17.341839
Patch_6_77,16.23581
Patch_6_78,15.110718
Patch_6_79,16.721739
Patch_6_80,18.806028
Patch_6_81,18.34409
Patch_6_82,14.442042
Patch_6_83,12.265681
Patch_6_84,11.292786
Patch_6_85,9.915392
Patch_6_86,13.210113
Patch_6_87,19.494562
Patch_6_88,14.343379
Patch_6_89,10.787144
Patch_6_90,11.264445
Patch_6_91,12.249565
Patch_6_92,12.655483
Patch_6_93,11.8583355
Patch_6_94,12.898654
Patch_6_95,10.666384
Patch_6_96,10.307419
Patch_6_97,8.328174
Patch_6_98,11.828132
Patch_6_99,15.372874
Patch_6_100,16.860184
Patch_6_101,18.329384
Patch_6_102,13.16392
Patch_6_103,14.487987
Patch_6_104,13.3925705
Patch_6_105,11.382903
Patch_6_106,11.313348
Patch_6_107,12.085793
Patch_6_108,11.392861
Patch_6_109,10.549944
Patch_6_110,10.760071
Patch_6_111,10.893347
Patch_6_112,11.648982
Patch_6_113,13.816537
Patch_6_114,12.8590975
Patch_6_115,14.353302
Patch_6_116,12.614985
Patch_6_117,-3.4e+38
Patch_6_118,-3.4e+38
Patch_6_119,-3.4e+38
Patch_6_120,-3.4e+38
Patch_7_0,5.9828444
Patch_7_1,20.085724
Patch_7_2,16.994036
Patch_7_3,19.257324
Patch_7_4,20.418015
Patch_7_5,20.17662
Patch_7_6,15.006389
Patch_7_7,12.293517
Patch_7_8,12.090019
Patch_7_9,12.426565
Patch_7_10,10.06499
Patch_7_11,6.963011
Patch_7_12,13.239147
Patch_7_13,7.5005403
Patch_7_14,2.3847487
Patch_7_15,2.1220977
Patch_7_16,3.3816185
Patch_7_17,3.6960723
Patch_7_18,6.4610615
Patch_7_19,10.783253
Patch_7_20,11.794353
Patch_7_21,13.454221
Patch_7_22,13.490526
Patch_7_23,15.190013
Patch_7_24,14.1937
Patch_7_25,12.55074
Patch_7_26,15.963529
Patch_7_27,17.03224
Patch_7_28,17.258053
Patch_7_29,17.427841
Patch_7_30,15.861714
Patch_7_31,15.612561
Patch_7_32,12.684941
Patch_7_33,10.524939
Patch_7_34,16.358776
Patch_7_35,15.449741
Patch_7_36,18.947094
Patch_7_37,14.580043
Patch_7_38,13.283177
Patch_7_39,17.348366
Patch_7_40,15.051779
Patch_7_41,15.741074
Patch_7_42,17.034817
Patch_7_43,18.768757
Patch_7_44,15.365858
Patch_7_45,15.100228
Patch_7_46,7.468656
Patch_7_47,0.1335974
Patch_7_48,10.673866
Patch_7_49,16.324352
Patch_7_50,13.570455
Patch_7_51,3.4965987
Patch_7_52,14.520063
Patch_7_53,16.428223
Patch_7_54,14.024751
Patch_7_55,14.889544
Patch_7_56,18.1989
Patch_7_57,17.07721
Patch_7_58,18.114964
Patch_7_59,19.245754
Patch_7_60,15.803805
Patch_7_61,16.868618
Patch_7_62,16.642637
Patch_7_63,15.46866
Patch_7_64,17.865658
Patch_7_65,12.105247
Patch_7_66,17.091705
Patch_7_67,14.488507
Patch_7_68,19.244608
Patch_7_69,19.020773
Patch_7_70,18.735657
Patch_7_71,18.563965
Patch_7_72,20.340899
Patch_7_73,19.577656
Patch_7_74,18.53767
Patch_7_75,16.448734
Patch_7_76,15.4165125
Patch_7_77,16.920795
Patch_7_78,16.220766
Patch_7_79,17.868647
Patch_7_80,16.634909
Patch_7_81,14.247991
Patch_7_82,13.183544
Patch_7_83,14.634642
Patch_7_84,13.077145
Patch_7_85,10.63319
Patch_7_86,14.09993
Patch_7_87,16.472971
Patch_7_88,14.432523
Patch_7_89,12.18391
Patch_7_90,9.709901
Patch_7_91,10.627522
Patch_7_92,11.042256
Patch_7_93,11.702767
Patch_7_94,13.542626
Patch_7_95,12.585469
Patch_7_96,13.767707
Patch_7_97,13.225164
Patch_7_98,13.630168
Patch_7_99,14.506441
Patch_7_100,16.673399
Patch_7_101,17.756006
Patch_7_102,16.680037
Patch_7_103,15.120118
Patch_7_104,13.8702345
Patch_7_105,12.295805
Patch_7_106,11.630615
Patch_7_107,12.696583
Patch_7_108,11.398058
Patch_7_109,12.842889
Patch_7_110,12.131984
Patch_7_111,14.625054
Patch_7_112,15.369063
Patch_7_113,14.714795
Patch_7_114,13.913473
Patch_7_115,14.2166605
Patch_7_116,14.018063
Patch_7_117,-3.4e+38
Patch_7_118,-3.4e+38
Patch_7_119,-3.4e+38
Patch_7_120,-3.4e+38
Patch_8_0,10.022722
Patch_8_1,18.066504
Patch_8_2,14.470016
Patch_8_3,11.471419
Patch_8_4,20.121727
Patch_8_5,19.377844
Patch_8_6,19.060863
Patch_8_7,17.270187
Patch_8_8,17.851063
Patch_8_9,18.406776
Patch_8_10,16.445564
Patch_8_11,15.109585
Patch_8_12,8.520763
Patch_8_13,11.677506
Patch_8_14,8.585872
Patch_8_15,8.254685
Patch_8_16,12.224776
Patch_8_17,11.768888
Patch_8_18,9.916741
Patch_8_19,6.4497337
Patch_8_20,6.966895
Patch_8_21,9.7329445
Patch_8_22,14.140104
Patch_8_23,12.51384
Patch_8_24,15.200074
Patch_8_25,17.17363
Patch_8_26,14.25019
Patch_8_27,11.042558
Patch_8_28,13.396448
Patch_8_29,17.450727
Patch_8_30,18.201336
Patch_8_31,13.853652
Patch_8_32,10.221331
Patch_8_33,12.150855
Patch_8_34,14.112359
Patch_8_35,10.605509
Patch_8_36,16.046036
Patch_8_37,9.759911
Patch_8_38,11.08986
Patch_8_39,16.181187
Patch_8_40,13.354077
Patch_8_41,17.054676
Patch_8_42,17.924234
Patch_8_43,17.590506
